时间,天气状况,风向风速,实时温度,相对湿度
2017/8/8 12:00,阵雨,西北风 2级,27.6,91%
2017-08-08 12:00:00,阵雨,西北风 2级,27.6,91%,
2017-08-08 14:00:00,阵雨,西北风 2级,27.6,91%,
